,path_len,threshold,dt,mis_val,knn,loc_method,path1_av,path2_av,path3_av,path_av_av,path1_b,path2_b,path3_b,path_b_av,path1_av_i,path2_av_i,path3_av_i,path3_av_i_av,path2_av_mean,path2_av_std
462,long_path,lp2_n85,10s,penalty,12,gaus_normal,"[13.533563665923602, 7.787562423936275]","[4.549635767119958, 1.9563786649300898]","[7.332719741690245, 2.594321157154097]",8.471973058244602,"[12.837740120871795, 7.407394523005818]","[3.769248315783388, 1.7189116147773915]","[7.286446667829351, 2.9697532991145548]",7.964478368161511,[13.650066959640537],[4.760606226509424],[8.50068983307437],8.970454339741444,4.549635767119958,1.9563786649300898
426,long_path,lp2_n85,5s,penalty,6,gaus_normal,"[13.980821498708508, 7.519019709750266]","[4.563214010296231, 2.3134566892380337]","[7.237945182658129, 2.989739429016492]",8.593993563887624,"[13.944814740020524, 9.410491008240271]","[4.858200563640082, 5.272443351525837]","[6.960820723927416, 3.9207050727167783]",8.587945342529341,[15.479811979509488],[5.656632828085554],[7.90569643516059],9.68071374758521,4.563214010296231,2.3134566892380337
425,long_path,lp2_n85,5s,penalty,6,gaus_80,"[13.714029377088261, 7.561106968873769]","[4.624140320089099, 2.3702164797220555]","[7.238742734798334, 2.9533861731487527]",8.525637477325231,"[13.694493587295762, 8.865122703938725]","[4.977354749722722, 5.038962662667406]","[7.021776692751774, 3.9111622248198032]",8.564541676590087,[15.291445081722312],[5.788660977765071],[7.9815987068463015],9.687234922111228,4.624140320089099,2.3702164797220555
420,long_path,lp2_n85,5s,penalty,3,average,"[15.144868653139254, 7.511262491764344]","[4.643704947739408, 2.131625615367409]","[7.915817188786011, 4.603477948072222]",9.234796929888224,"[14.475782812526813, 10.67124975999075]","[5.377086268442356, 4.642888467506528]","[8.555271121693123, 7.417758321523792]",9.469380067554097,[16.422976898656824],[6.474847385236686],[8.845516586590776],10.581113623494762,4.643704947739408,2.131625615367409
460,long_path,lp2_n85,10s,penalty,12,average,"[13.399355068179288, 7.681118561527971]","[4.7521834947447426, 1.8156463082079266]","[11.202518283950617, 5.163624389966226]",9.784685615624882,"[11.926358119508397, 7.79713904529735]","[3.897052498957288, 1.8418945466143526]","[10.658375509259258, 5.945558856167627]",8.827262042574981,[13.70276571577133],[4.942948384050716],[13.200767366255144],10.615493822025728,4.7521834947447426,1.8156463082079266
335,long_path,lp2,5s,penalty,12,gaus_top,"[14.09637430855856, 8.6607957639645]","[4.823833355105102, 2.6298999118671764]","[8.977093811213992, 5.841792941979674]",9.299100491625886,"[14.153743101673102, 9.74373682743506]","[6.340876954037371, 4.823852462446679]","[8.733938024691358, 8.129614853317694]",9.742852693467276,[16.635660185389593],[8.204753167667667],[10.004521929435974],11.614978427497745,4.823833355105102,2.6298999118671764
431,long_path,lp2_n85,5s,penalty,12,gaus_top,"[13.692932795100655, 7.798662296852583]","[4.889313032720218, 2.1731018670360367]","[7.539557734053498, 4.377682617285782]",8.707267853958124,"[11.985686336336336, 8.893842962703326]","[6.247129992909578, 2.726368730744371]","[8.439594466891133, 5.261801586103634]",8.890803598712349,[16.111931223395423],[7.629579992652073],[9.242298607361981],10.994603274469824,4.889313032720218,2.1731018670360367
430,long_path,lp2_n85,5s,penalty,12,gaus_normal,"[13.75664108781628, 7.367058072511063]","[4.893125454501875, 2.1856262908796977]","[7.617789705059045, 3.0142641921522677]",8.755852082459066,"[13.899794615821776, 8.075594954868516]","[5.120794964109375, 3.4798644369046476]","[7.5769176547506705, 3.354882829867099]",8.86583574489394,[15.187437277734443],[5.711304975792204],[8.369733978373512],9.75615874396672,4.893125454501875,2.1856262908796977
461,long_path,lp2_n85,10s,penalty,12,gaus_80,"[13.427900510238866, 7.535534775622781]","[4.905304797745781, 2.1030654873834695]","[7.324917384418915, 2.675217275484068]",8.55270756413452,"[12.574298748288975, 8.572909888114587]","[4.192769075661744, 1.6797307987520231]","[7.130372569474371, 3.1917018091001856]",7.96581346447503,[13.51187890618289],[5.204050992738968],[8.562627599330963],9.092852499417608,4.905304797745781,2.1030654873834695
429,long_path,lp2_n85,5s,penalty,12,gaus_80,"[13.689719294750875, 7.371117754572388]","[4.989229082296568, 2.2119494536891042]","[7.589701442126001, 3.2278919116495803]",8.756216606391147,"[13.694613440619882, 7.916092965098121]","[4.881494734047063, 3.1719368992069943]","[7.333446438953093, 3.525427894204768]",8.636518204540012,[15.170196219844073],[5.89558104904187],[8.411172841140916],9.82565003667562,4.989229082296568,2.2119494536891042
424,long_path,lp2_n85,5s,penalty,6,average,"[15.356375711009624, 6.74746575452298]","[5.013001270656074, 2.1169684113604568]","[8.81579468878601, 4.421489140309394]",9.728390556817237,"[14.299279288717289, 9.573057242970162]","[4.716687774441108, 5.611329318008439]","[8.620223446502056, 5.518284308426244]",9.21206350322015,[16.405330712803327],[5.980743254515384],[9.659655176553898],10.681909714624204,5.013001270656074,2.1169684113604568
417,long_path,lp2_n85,5s,penalty,1,gaus_80,"[14.436158384092428, 9.217954496098232]","[5.015177142183852, 2.685226481841923]","[7.2544414053497945, 4.274238804257635]",8.901925643875359,"[15.889844837893454, 11.535032429779742]","[7.0261617901234565, 4.539616362014897]","[6.855795679012346, 5.506039099555882]",9.923934102343084,[16.45726136512384],[7.865415203431693],[8.010605120633585],10.77776056306304,5.015177142183852,2.685226481841923
333,long_path,lp2,5s,penalty,12,gaus_80,"[14.130520953306403, 7.997220606560168]","[5.041036954785985, 2.191398636122914]","[8.837662999575596, 5.389831332321036]",9.33640696922266,"[14.011056958043994, 8.328830082683243]","[4.1863469953581465, 2.708046095287732]","[8.796136909236075, 7.474480909429456]",8.997846954212738,[16.388288686069195],[6.472829269390893],[9.739564238626192],10.866894064695428,5.041036954785985,2.191398636122914
334,long_path,lp2,5s,penalty,12,gaus_normal,"[14.19408959993273, 7.8796362337320005]","[5.0941074344041395, 2.311781830739832]","[8.721122941810654, 4.724643704894134]",9.336439992049174,"[14.156450539375854, 8.336455624882255]","[4.141533170297152, 3.1178920942804504]","[8.743233036693077, 6.316108434450012]",9.01373891545536,[16.241298399499534],[6.42317484550218],[9.608472261229142],10.757648502076952,5.0941074344041395,2.311781830739832
330,long_path,lp2,5s,penalty,6,gaus_normal,"[14.04510167216915, 7.525956059483133]","[5.127299937870414, 2.668119725896279]","[7.722949047576659, 3.666015703650185]",8.965116885872074,"[13.878762359757502, 8.4866777679372]","[4.4821538539345, 3.106848399561111]","[6.7739505086333685, 3.78325166999093]",8.37828890744179,[15.953006235285267],[6.687866070418563],[8.215156806109281],10.285343037271035,5.127299937870414,2.668119725896279
329,long_path,lp2,5s,penalty,6,gaus_80,"[13.924461750434027, 7.497235398390111]","[5.156472793436581, 2.603125299464748]","[7.833844620566542, 4.030085432439096]",8.971593054812383,"[13.70255336200723, 8.51081907650487]","[4.61078277938452, 2.9399533791173185]","[6.7708760703683035, 4.031361913128522]",8.361404070586685,[15.9828419756799],[6.764655260634965],[8.369803970629533],10.372433735648132,5.156472793436581,2.603125299464748
416,long_path,lp2_n85,5s,penalty,1,average,"[15.056352347583697, 8.889310425607281]","[5.171562121350518, 2.5913670831179476]","[7.858596397119342, 5.288636968044295]",9.36217028868452,"[15.889844837893454, 11.535032429779742]","[7.0261617901234565, 4.539616362014897]","[8.622006666666667, 8.549761017447809]",10.51267109822786,[17.111382620820166],[8.036939593651622],[8.969368548736039],11.372563587735945,5.171562121350518,2.5913670831179476
423,long_path,lp2_n85,5s,penalty,3,gaus_top,"[13.076562745203539, 7.040860176416661]","[5.181805720220221, 2.6214523372067884]","[6.967226363683126, 3.9827639736899316]",8.408531609702296,"[13.208512907764907, 10.18784746644794]","[5.9515751530697365, 2.5128238148588387]","[7.098213860830527, 5.308489288126036]",8.752767307221724,[14.867241542042283],[7.2577510735808275],[8.197577010807148],10.107523208810086,5.181805720220221,2.6214523372067884
427,long_path,lp2_n85,5s,penalty,6,gaus_top,"[13.420902558989546, 7.123334250046318]","[5.202360761886889, 2.607536464378185]","[7.123518752572017, 3.788054223411195]",8.582260691149484,"[12.910999968253966, 10.08756484956215]","[6.34168885677344, 3.0241091070435333]","[7.579009921436588, 5.199357139670895]",8.943899582154664,[15.85465577308533],[7.414202893280963],[8.681844480893592],10.650234382419962,5.202360761886889,2.607536464378185
326,long_path,lp2,5s,penalty,3,gaus_normal,"[13.969858358984126, 7.681119484135099]","[5.324988136934891, 2.9123831831903226]","[6.8500732956367365, 3.291083034112271]",8.714973263851919,"[13.86661789235092, 8.278994288144009]","[4.896747170777348, 3.6584833322894856]","[6.398055062395437, 3.8959188575177266]",8.387140041841235,[16.073130112180344],[6.966549728515261],[7.354851919350507],10.13151058668204,5.324988136934891,2.9123831831903226
331,long_path,lp2,5s,penalty,6,gaus_top,"[13.702680447447449, 7.332646128055182]","[5.374057058850518, 2.9642537388889245]","[7.9467286244855995, 4.891464460555285]",9.007822043594524,"[13.141650466577689, 9.317844088511658]","[6.30746660035035, 4.67720283297853]","[7.582114969135803, 6.672548151733217]",9.010410678687949,[16.742000402981912],[8.131274857857857],[9.060112703747796],11.311129321529188,5.374057058850518,2.9642537388889245
575,long_path,lp2_n100,10s,ignore,12,gaus_top,"[19.596716164831502, 14.517752898650162]","[5.3834601159492825, 3.343339000305003]","[14.680949839506175, 8.914244176580766]",13.220375373428986,"[18.06734943943944, 15.843273723996992]","[6.55489117867868, 6.610323095249372]","[12.122330679012343, 12.21142913249726]",12.248190432376822,[23.212416375486598],[8.665758214381048],[16.43487032510288],16.10434830499018,5.3834601159492825,3.343339000305003
325,long_path,lp2,5s,penalty,3,gaus_80,"[13.818204222741548, 7.729301937088949]","[5.442376261715786, 2.8667869377948523]","[6.876300965939696, 3.3918468849997234]",8.71229381679901,"[13.750426913824572, 8.297955560819494]","[4.940654795855097, 3.576333397448246]","[6.444915873384928, 3.9877100333467563]",8.378665861021533,[16.02210006687231],[7.057375721273333],[7.3506851090720335],10.143386965739223,5.442376261715786,2.8667869377948523
324,long_path,lp2,5s,penalty,3,average,"[14.997511272397398, 7.096251595086742]","[5.596776993993991, 3.3249813290892245]","[8.011123448045268, 4.03791817311325]",9.535137238145552,"[14.665586923780921, 10.66532624593849]","[4.919329799799798, 4.148155691133506]","[6.837689135802469, 5.130485738274843]",8.807535286461063,[16.991256773123915],[7.252863941358024],[8.678440340111353],10.974187018197762,5.596776993993991,3.3249813290892245
303,long_path,lp2,3s,penalty,12,gaus_top,"[15.678846924599602, 8.953605954944996]","[5.65148817205956, 2.9887814504965924]","[9.22483521697531, 6.61499816477558]",10.18505677121149,"[15.873007433359286, 10.568600132776517]","[7.210180101351351, 6.158015669619639]","[9.211873304284676, 8.644402676612524]",10.765020279665103,[19.55524986243163],[9.834875931123364],[10.525529687363155],13.305218493639382,5.65148817205956,2.9887814504965924
328,long_path,lp2,5s,penalty,6,average,"[15.047695202952955, 6.584809694306738]","[5.838860253294963, 3.128845248895368]","[10.52519639711934, 4.912871802083643]",10.47058395112242,"[14.782717213324437, 8.731209246103361]","[4.464425145562229, 3.4045116742629924]","[8.605546172839505, 6.417987282697253]",9.284229510575392,[17.059645549085594],[7.150994060185186],[11.319318397845558],11.843319335705443,5.838860253294963,3.128845248895368
428,long_path,lp2_n85,5s,penalty,12,average,"[15.004810426287397, 5.9827990664430155]","[5.838952843572742, 2.1259386697293494]","[13.492421597350821, 5.517221802185042]",11.445394955736989,"[14.042460312526815, 9.764715088186813]","[5.513314746703224, 5.502418968476782]","[10.701035622427984, 5.961193242544665]",10.085603560552675,[16.291500503352207],[6.463982588896867],[15.265852359791031],12.673778484013368,5.838952843572742,2.1259386697293494
393,long_path,lp2_n85,3s,penalty,6,gaus_80,"[13.784539762199893, 6.422083371893226]","[5.871790501155315, 3.0868484263836993]","[7.565435397491246, 3.3399037034905743]",9.07392188694882,"[14.341022379064892, 7.790100677932291]","[4.932814663474025, 3.7792717339944324]","[7.287036797276232, 4.410312836960359]",8.853624613271716,[16.01052260338998],[7.178609075620699],[7.98216003095312],10.390430569987933,5.871790501155315,3.0868484263836993
301,long_path,lp2,3s,penalty,12,gaus_80,"[15.445464864107413, 8.884870802601695]","[5.872124339010496, 3.132690016793201]","[8.954455074454547, 5.473740282030154]",10.090681425857484,"[15.34660943650889, 8.914945920949123]","[5.72707407951921, 4.22041274526733]","[8.517182622309072, 6.355851128781679]",9.863622046112392,[18.567930333513235],[8.032706984404935],[9.986257539521867],12.19563161914668,5.872124339010496,3.132690016793201
302,long_path,lp2,3s,penalty,12,gaus_normal,"[15.30881159876757, 8.670530015505541]","[5.8727076083378735, 3.3109877952818456]","[8.73229230609214, 4.939353768446879]",9.971270504399191,"[15.018218432574688, 9.008414340495516]","[5.96786592605011, 4.254167531829894]","[8.533064384995413, 5.4335180259555855]",9.839716247873405,[18.211963441034687],[8.024317394142455],[9.731470775150799],11.98925053677598,5.8727076083378735,3.3109877952818456
394,long_path,lp2_n85,3s,penalty,6,gaus_normal,"[13.930617599644954, 6.4018976541114405]","[5.984805305221217, 3.1877982760590116]","[7.528837098747725, 3.3927812014738494]",9.1480866678713,"[14.66861113457788, 7.829170750677302]","[4.875923597777058, 3.857471019449328]","[7.22460585525801, 5.627227226965883]",8.92304686253765,[16.15217795963225],[7.221440022135416],[7.8262948867859805],10.399970956184548,5.984805305221217,3.1877982760590116
327,long_path,lp2,5s,penalty,3,gaus_top,"[14.074708183558561, 7.480560031676486]","[5.987097288017185, 3.418517318981376]","[7.118292545781894, 3.757224845970598]",9.060032672452548,"[13.284000372316761, 8.93932927049503]","[5.919304799799801, 3.2495541354751847]","[7.204758148148149, 7.4214571134571425]",8.80268777342157,[16.803862519221326],[8.436895309015537],[7.899260773390651],11.046672867209171,5.987097288017185,3.418517318981376
479,long_path,lp2_n85,10s,ignore,12,gaus_top,"[16.32170368857747, 11.056722874638806]","[6.043632689189188, 4.055204825039597]","[10.491918765432096, 4.768376688925455]",10.952418381066252,"[16.764508767656547, 12.833122861569747]","[5.71897614114114, 6.313810247014662]","[8.949844835390946, 6.419251796221663]",10.477776581396212,[19.117745453008567],[7.9642030699032365],[11.572989131687244],12.884979218199682,6.043632689189188,4.055204825039597
397,long_path,lp2_n85,3s,penalty,12,gaus_80,"[13.84090824030996, 7.131696367040226]","[6.049350830792323, 3.1085223356331775]","[7.9656554130116755, 3.515240678595409]",9.285304828037985,"[15.030871368965094, 7.363372145903527]","[5.086569935993217, 3.4241007272709805]","[7.366252331776525, 3.6547987541943736]",9.161231212244946,[16.246498126663674],[7.116904099965758],[8.637631821225431],10.667011349284955,6.049350830792323,3.1085223356331775
332,long_path,lp2,5s,penalty,12,average,"[15.230296577077079, 6.672779638884365]","[6.082835635239405, 2.800243162389814]","[16.672419255915635, 6.126637754478279]",12.661850489410703,"[15.05319628092378, 9.646721286268466]","[4.574127941795964, 3.4412591808755493]","[12.022847569444444, 7.734917269690321]",10.550057264054727,[17.888786749162257],[7.345152536098598],[18.371814557431613],14.535251280897487,6.082835635239405,2.800243162389814
390,long_path,lp2_n85,3s,penalty,3,gaus_normal,"[14.01681855608655, 6.608366258445325]","[6.113081501931795, 3.4268595240778468]","[7.2902397373170835, 3.449765634468014]",9.140046598445142,"[14.898521106824719, 9.093487520654026]","[6.507884524027413, 4.283054059702629]","[7.029647434447117, 4.734746978660241]",9.47868435509975,[16.504738981363797],[8.080620407491912],[7.612263926319396],10.732541105058369,6.113081501931795,3.4268595240778468
398,long_path,lp2_n85,3s,penalty,12,gaus_normal,"[13.873612292209213, 6.964010976688324]","[6.126031706976306, 3.185685596758609]","[7.959141779071318, 3.31835618828421]",9.319595259418946,"[15.120820864533295, 8.773870047440633]","[4.899240859960105, 3.5040080961359297]","[7.566836656719066, 3.4854022000564373]",9.195632793737488,[16.15621920930747],[7.110579640177789],[8.52193114581712],10.59624333176746,6.126031706976306,3.185685596758609
447,long_path,lp2_n85,5s,ignore,12,gaus_top,"[14.649648579273718, 9.929860105698172]","[6.148482142183852, 3.4394390290005847]","[10.906538029320988, 6.169402474003687]",10.568222916926183,"[15.843253272415275, 13.234042749261656]","[6.613392663496831, 6.7564344225269455]","[10.068884074074075, 9.111625383864878]",10.84184333666206,[17.812635974623923],[8.726506189098519],[12.067340088301],12.868827417341146,6.148482142183852,3.4394390290005847
389,long_path,lp2_n85,3s,penalty,3,gaus_80,"[14.021897001108307, 6.5214906999617455]","[6.171242965674226, 3.467999891390192]","[7.340505858609517, 3.3485482568063896]",9.17788194179735,"[14.779445065535187, 9.025883855059048]","[6.704195577342698, 4.698671524984121]","[7.08550102810967, 4.368018859046462]",9.523047223662518,[16.46316944774481],[8.148704568592853],[7.754079915685604],10.788651310674425,6.171242965674226,3.467999891390192
399,long_path,lp2_n85,3s,penalty,12,gaus_top,"[13.81268659501168, 8.428056979490053]","[6.180979939439441, 3.436216055628097]","[8.463599104320988, 5.398678623971147]",9.485755212924037,"[15.609264696583375, 10.984719674463982]","[6.6327152071515965, 3.989877728861446]","[8.22109076388889, 6.517309205818775]",10.154356889207952,[17.209427071932936],[8.587070191593462],[9.541661340345168],11.77938620129052,6.180979939439441,3.436216055628097
321,long_path,lp2,5s,penalty,1,gaus_80,"[14.811713448323324, 7.758996016398351]","[6.260389866053553, 3.432867130649728]","[7.155390383744855, 3.877125652799158]",9.409164566040578,"[14.845815772995216, 9.837290896081292]","[6.740727929596264, 6.900065191743979]","[6.686393682539683, 4.78642879196413]",9.424312461710388,[16.981433590083373],[8.143821342193643],[7.825035098560536],10.983430010279184,6.260389866053553,3.432867130649728
543,long_path,lp2_n100,5s,ignore,12,gaus_top,"[17.92534153382549, 12.596911143520053]","[6.284793382298965, 4.649690011601053]","[13.930673672325106, 6.372372072590177]",12.71360286281652,"[19.609916336908338, 16.088560896295828]","[6.707234161244578, 6.830277428870969]","[12.878553199588477, 10.97468214507722]",13.065234565913798,[21.710249440394364],[9.193092378044712],[15.113244365528931],15.338862061322668,6.284793382298965,4.649690011601053
320,long_path,lp2,5s,penalty,1,average,"[15.409291101101104, 7.758791564069458]","[6.2917779702202195, 3.4686477262168043]","[8.322473688786008, 5.107219673478696]",10.007847586702445,"[14.845815772995216, 9.837290896081292]","[6.740727929596264, 6.900065191743979]","[7.806937880658438, 8.837609699433361]",9.79782719441664,[17.694084120994013],[8.264978555555556],[9.243727587388044],11.73426342131254,6.2917779702202195,3.4686477262168043
297,long_path,lp2,3s,penalty,6,gaus_80,"[15.024453669605146, 8.09400907397728]","[6.310916280104979, 4.067972158462173]","[8.061532027538252, 4.438206671721824]",9.79896732574946,"[14.724657570293893, 10.300923195640308]","[6.5793680992039185, 4.922365334505571]","[6.962989281028804, 3.856489347197855]",9.422338316842206,[17.864062969713313],[8.36027910891541],[8.743399849538445],11.655913976055723,6.310916280104979,4.067972158462173
395,long_path,lp2_n85,3s,penalty,6,gaus_top,"[13.387084177836169, 7.259565993874027]","[6.3198098019394395, 3.3600583704379585]","[7.5501034237654325, 4.80181084489788]",9.085665801180346,"[14.3125487946437, 8.709015819568673]","[6.351240762707151, 2.526524197543274]","[7.612772638888889, 6.48560196131261]",9.425520732079914,[16.860263065556136],[9.05990683056375],[8.742653335007256],11.554274410375712,6.3198098019394395,3.3600583704379585
298,long_path,lp2,3s,penalty,6,gaus_normal,"[14.973508172070195, 8.072591300310922]","[6.3323818975599035, 4.204219926670512]","[7.889582067511901, 4.238382183449734]",9.731824045714,"[14.752164308401689, 10.172230476407238]","[6.534783270936529, 4.926048263168645]","[6.9872895436231826, 3.751816157721088]",9.4247457076538,[17.755247823212965],[8.33415297781596],[8.507524484986712],11.532308428671875,6.3323818975599035,4.204219926670512
444,long_path,lp2_n85,5s,ignore,12,average,"[13.877492838234069, 8.946338248383807]","[6.41379958315607, 3.1855378112223565]","[9.827542371141973, 3.4903058216847134]",10.039611597510705,"[13.931297640497641, 9.768583393798451]","[6.138802148398398, 3.9409764526143527]","[10.117143249158252, 4.7440808729898265]",10.062414346018096,[15.896124186679865],[8.356470806208382],[11.547470770143232],11.933355254343828,6.41379958315607,3.1855378112223565
446,long_path,lp2_n85,5s,ignore,12,gaus_normal,"[14.052380261275497, 9.159513950796843]","[6.466919311800304, 3.074668637577051]","[9.958870228374147, 4.048587478789614]",10.159389933816648,"[14.446189732209579, 10.06872827958681]","[4.765932055707011, 3.656827750527708]","[10.195784980665044, 5.178784886590966]",9.802635589527211,[15.994408765636265],[7.600608646472841],[11.6841805182841],11.759732643464403,6.466919311800304,3.074668637577051
445,long_path,lp2_n85,5s,ignore,12,gaus_80,"[14.136512550698804, 9.298436468617165]","[6.509114730539132, 2.991421295772711]","[10.086722505038365, 4.461107728910586]",10.244116595425432,"[14.878262902593645, 10.25625208645481]","[4.8913602195423005, 3.846550745741389]","[10.441848647881239, 5.625114130698516]",10.070490590005727,[16.14769719513048],[7.475919854921666],[11.847318533663524],11.82364519457189,6.509114730539132,2.991421295772711
413,long_path,lp2_n85,3s,ignore,12,gaus_80,"[13.933120516377691, 9.73827400186263]","[6.5117915300188, 2.707718965285629]","[9.514787329452007, 4.192035051186557]",9.986566458616169,"[14.465264444101232, 9.808848942389549]","[5.4148706451710416, 4.158397607815459]","[10.305803701891392, 6.321654255379135]",10.061979597054554,[16.558729082763953],[7.530183166100409],[11.55117600888288],11.88002941924908,6.5117915300188,2.707718965285629
414,long_path,lp2_n85,3s,ignore,12,gaus_normal,"[13.949973745860031, 9.408081804625695]","[6.525264266540975, 2.691869739866331]","[9.405733262147725, 3.9396360972503346]",9.960323758182913,"[14.428676151882515, 9.32291150379404]","[5.368367538153465, 3.595579868450793]","[10.18854705373417, 5.730257612535964]",9.995196914590052,[16.43185278100949],[7.694408889171719],[11.405388975473405],11.843883548551538,6.525264266540975,2.691869739866331
412,long_path,lp2_n85,3s,ignore,12,average,"[14.045210617156737, 8.957810974637109]","[6.526833196462087, 2.8296668686142907]","[9.547716033641974, 3.4994950499626185]",10.039919949086936,"[14.401747937643528, 8.796780764368588]","[6.35441061752542, 4.171304189544393]","[10.263537811791384, 5.132066615545742]",10.339898788986778,[16.279399942396218],[8.226619715863555],[11.32803861895673],11.944686092405504,6.526833196462087,2.8296668686142907
391,long_path,lp2_n85,3s,penalty,3,gaus_top,"[13.053944358391725, 6.355745048669933]","[6.546558887825325, 3.5367383275633695]","[7.344627079320987, 4.75393137853177]",8.98171010851268,"[13.653445775775774, 9.272900141118416]","[6.9956690960404835, 5.446003688407853]","[7.226671180555556, 6.572094289143908]",9.291928684123938,[15.689250168962653],[9.046164303257516],[8.170415424218858],10.968609965479676,6.546558887825325,3.5367383275633695
388,long_path,lp2_n85,3s,penalty,3,average,"[15.235821630805807, 5.77494524438887]","[6.658057101301305, 3.724125923023461]","[8.80763577067901, 5.665944371068647]",10.233838167595374,"[16.25880545891346, 10.627257022720077]","[7.6875868126020785, 6.783162528004586]","[8.525800958994708, 6.439056019435687]",10.82406441017008,[17.717731026715104],[8.782268498800843],[9.256120986963229],11.918706837493056,6.658057101301305,3.724125923023461
409,long_path,lp2_n85,3s,ignore,6,gaus_80,"[14.375494354420299, 9.535712540517872]","[6.698192249745449, 3.5751090541446398]","[9.496185434556391, 4.212857170286604]",10.189957346240712,"[14.50506029887832, 10.74576964944183]","[6.123078527642356, 4.624286760983233]","[10.309491729431514, 5.980066946402546]",10.31254351865073,[16.993292661777613],[8.494369683999778],[11.598796635483506],12.362152993753632,6.698192249745449,3.5751090541446398
571,long_path,lp2_n100,10s,ignore,6,gaus_top,"[18.632295831498165, 12.292097268519733]","[6.74394662345679, 4.336653752035807]","[15.22908428395062, 7.653513545189477]",13.535108912968523,"[16.712791675564453, 16.424718925630618]","[5.047721651651652, 7.114938008951933]","[13.669617098765434, 13.761148887890139]",11.81004347532718,[22.253032063507952],[9.241746483650317],[16.774285707818933],16.0896880849924,6.74394662345679,4.336653752035807
294,long_path,lp2,3s,penalty,3,gaus_normal,"[15.436557100448391, 8.506594451056428]","[6.832309949249897, 4.723467472862041]","[7.205353251736499, 3.817457318074561]",9.82474010047826,"[14.997013313591687, 11.021199984926012]","[7.310293973451424, 5.37324688968161]","[6.881457439611097, 3.9564947136348483]",9.72958824221807,[18.204570870606705],[9.285890756085461],[7.652112468988577],11.714191365226917,6.832309949249897,4.723467472862041
293,long_path,lp2,3s,penalty,3,gaus_80,"[15.422128663607323, 8.556360493511983]","[6.8548422301070335, 4.71805191355977]","[7.208982464976623, 3.8515003600761473]",9.82865111956366,"[15.143238679971445, 10.96929372497536]","[7.307766671419278, 5.464935544945324]","[6.931624455893068, 4.113539479229831]",9.794209935761264,[18.275300477019876],[9.335981437044003],[7.683637060538625],11.764972991534169,6.8548422301070335,4.71805191355977
410,long_path,lp2_n85,3s,ignore,6,gaus_normal,"[14.389284126894843, 9.241899846656482]","[6.881538159155109, 3.5982761129388763]","[9.438258463445726, 3.961868921562272]",10.236360249831892,"[14.495572160547967, 10.229586424309712]","[6.314612056498691, 4.525337450359655]","[10.278203979552387, 5.39990297264748]",10.362796065533017,[16.88617112772058],[8.693703334734838],[11.528094515203],12.369322992552805,6.881538159155109,3.5982761129388763
392,long_path,lp2_n85,3s,penalty,6,average,"[15.140898078028028, 5.332141562653548]","[6.888051351301303, 3.7161901646464455]","[9.672922779938272, 5.33509255126257]",10.567290736422532,"[15.112501724224225, 9.908657622179227]","[5.974714966413781, 6.021235032253964]","[8.680911719576718, 6.465086814232614]",9.922709470071574,[17.269231183203058],[8.145540057215191],[10.23238109266788],11.882384111028708,6.888051351301303,3.7161901646464455
573,long_path,lp2_n100,10s,ignore,12,gaus_80,"[17.028496980756046, 11.988313726773894]","[6.914856474220321, 3.0739638516921417]","[14.975539959121566, 6.091030521985035]",12.972964471365978,"[15.82005582718756, 14.950179711836487]","[4.495829104185025, 3.718789063176164]","[11.721837901949083, 8.103693619580415]",10.679240944440556,[18.63869517988632],[7.661566055105927],[16.166847979844977],14.155703071612407,6.914856474220321,3.0739638516921417
408,long_path,lp2_n85,3s,ignore,6,average,"[14.564996893668667, 8.933607909506842]","[6.948419878753751, 3.529493772354702]","[9.47457588688272, 3.6679189157956382]",10.329330886435043,"[14.5825713036566, 9.496846829080008]","[6.816226688925767, 4.938955493861515]","[10.436776111111113, 5.035903422580229]",10.611858034564492,[16.930095125015097],[8.983871597416664],[11.543568007955036],12.485844910128932,6.948419878753751,3.529493772354702
299,long_path,lp2,3s,penalty,6,gaus_top,"[14.894236910710712, 7.751108659976366]","[7.013744405092592, 4.27381918557013]","[8.256489055864199, 5.589656715607721]",10.054823457222502,"[14.941002409446481, 11.189358584638384]","[8.224255516266266, 7.352635914011701]","[7.551784088598403, 5.677931251303943]",10.239014004770384,[18.35135372723841],[10.226901210160587],[9.473420394494019],12.683891777297672,7.013744405092592,4.27381918557013
415,long_path,lp2_n85,3s,ignore,12,gaus_top,"[14.961892543268268, 9.94753877956371]","[7.036350446534034, 3.800516464025136]","[11.099874759567902, 6.036369881572374]",11.032705916456734,"[15.467158432250432, 11.83827448248945]","[6.920301848954217, 5.968072592100908]","[9.875328031953522, 10.500191051218321]",10.754262771052725,[18.07060528234882],[9.604446777476598],[12.13861901939146],13.271223693072292,7.036350446534034,3.800516464025136
443,long_path,lp2_n85,5s,ignore,6,gaus_top,"[14.44670700258592, 9.0693112986295]","[7.060126017183852, 3.711574325968497]","[10.473537880658437, 5.803009811515639]",10.66012363347607,"[16.68639120679503, 12.313539846555608]","[8.321547044544545, 4.981568539144698]","[10.441040875420875, 7.946110094221571]",11.816326375586817,[18.296315794593195],[10.880034530759021],[12.541373451215861],13.905907925522692,7.060126017183852,3.711574325968497
