,dt,mis_val,knn,loc_method,path1_av,path2_av,path3_av,path1_b,path2_b,path3_b,path1_av_i,path2_av_i,path3_av_i
27,3s,ignore,6,gaus_top,"[13.909969559384383, 9.334096957427235]","[7.094178830618118, 4.354988605338892]","[10.025979796913582, 5.30585557385236]","[15.266105740250053, 11.008526359241236]","[9.303467598914702, 6.960819325399244]","[9.84095464778504, 6.865444486703718]",[17.558807634468945],[11.197406715178198],[11.877172626888829]
28,3s,ignore,12,average,"[14.045210617156737, 8.957810974637109]","[6.526833196462087, 2.8296668686142907]","[9.547716033641974, 3.4994950499626185]","[14.401747937643528, 8.796780764368588]","[6.35441061752542, 4.171304189544393]","[10.263537811791384, 5.132066615545742]",[16.279399942396218],[8.226619715863555],[11.32803861895673]
29,3s,ignore,12,gaus_80,"[13.933120516377691, 9.73827400186263]","[6.5117915300188, 2.707718965285629]","[9.514787329452007, 4.192035051186557]","[14.465264444101232, 9.808848942389549]","[5.4148706451710416, 4.158397607815459]","[10.305803701891392, 6.321654255379135]",[16.558729082763953],[7.530183166100409],[11.55117600888288]
30,3s,ignore,12,gaus_normal,"[13.949973745860031, 9.408081804625695]","[6.525264266540975, 2.691869739866331]","[9.405733262147725, 3.9396360972503346]","[14.428676151882515, 9.32291150379404]","[5.368367538153465, 3.595579868450793]","[10.18854705373417, 5.730257612535964]",[16.43185278100949],[7.694408889171719],[11.405388975473405]
31,3s,ignore,12,gaus_top,"[14.961892543268268, 9.94753877956371]","[7.036350446534034, 3.800516464025136]","[11.099874759567902, 6.036369881572374]","[15.467158432250432, 11.83827448248945]","[6.920301848954217, 5.968072592100908]","[9.875328031953522, 10.500191051218321]",[18.07060528234882],[9.604446777476598],[12.13861901939146]
32,5s,penalty,1,average,"[15.056352347583697, 8.889310425607281]","[5.171562121350518, 2.5913670831179476]","[7.858596397119342, 5.288636968044295]","[15.889844837893454, 11.535032429779742]","[7.0261617901234565, 4.539616362014897]","[8.622006666666667, 8.549761017447809]",[17.111382620820166],[8.036939593651622],[8.969368548736039]
33,5s,penalty,1,gaus_80,"[14.436158384092428, 9.217954496098232]","[5.015177142183852, 2.685226481841923]","[7.2544414053497945, 4.274238804257635]","[15.889844837893454, 11.535032429779742]","[7.0261617901234565, 4.539616362014897]","[6.855795679012346, 5.506039099555882]",[16.45726136512384],[7.865415203431693],[8.010605120633585]
34,5s,penalty,1,gaus_normal,"[14.436158384092428, 9.217954496098232]","[5.015177142183852, 2.685226481841923]","[7.2544414053497945, 4.274238804257635]","[15.889844837893454, 11.535032429779742]","[7.0261617901234565, 4.539616362014897]","[6.855795679012346, 5.506039099555882]",[16.45726136512384],[7.865415203431693],[8.010605120633585]
35,5s,penalty,1,gaus_top,"[14.436158384092428, 9.217954496098232]","[5.015177142183852, 2.685226481841923]","[7.2544414053497945, 4.274238804257635]","[15.889844837893454, 11.535032429779742]","[7.0261617901234565, 4.539616362014897]","[6.855795679012346, 5.506039099555882]",[16.45726136512384],[7.865415203431693],[8.010605120633585]
36,5s,penalty,3,average,"[15.144868653139254, 7.511262491764344]","[4.643704947739408, 2.131625615367409]","[7.915817188786011, 4.603477948072222]","[14.475782812526813, 10.67124975999075]","[5.377086268442356, 4.642888467506528]","[8.555271121693123, 7.417758321523792]",[16.422976898656824],[6.474847385236686],[8.845516586590776]
37,5s,penalty,3,gaus_80,"[13.78449330952442, 7.725223493325572]","[4.458671579251951, 2.320416791169124]","[7.062648728727259, 2.871572031092931]","[13.85112838953216, 10.253921291731302]","[5.269323773053934, 4.376511451294388]","[6.846174778920459, 4.591227983283989]",[15.296666876737893],[6.173853798111269],[7.818429797370972]
38,5s,penalty,3,gaus_normal,"[13.893090574842942, 7.912636259034128]","[4.4383160061594085, 2.282189250567263]","[7.053124427991629, 2.995334255959069]","[14.129289431290347, 10.433504789769245]","[5.2693237730539355, 4.376511451294388]","[6.7127338100356795, 3.699088569445492]",[15.396272781704084],[6.151523128900413],[7.7048164422832714]
39,5s,penalty,3,gaus_top,"[13.076562745203539, 7.040860176416661]","[5.181805720220221, 2.6214523372067884]","[6.967226363683126, 3.9827639736899316]","[13.208512907764907, 10.18784746644794]","[5.9515751530697365, 2.5128238148588387]","[7.098213860830527, 5.308489288126036]",[14.867241542042283],[7.2577510735808275],[8.197577010807148]
40,5s,penalty,6,average,"[15.356375711009624, 6.74746575452298]","[5.013001270656074, 2.1169684113604568]","[8.81579468878601, 4.421489140309394]","[14.299279288717289, 9.573057242970162]","[4.716687774441108, 5.611329318008439]","[8.620223446502056, 5.518284308426244]",[16.405330712803327],[5.980743254515384],[9.659655176553898]
41,5s,penalty,6,gaus_80,"[13.714029377088261, 7.561106968873769]","[4.624140320089099, 2.3702164797220555]","[7.238742734798334, 2.9533861731487527]","[13.694493587295762, 8.865122703938725]","[4.977354749722722, 5.038962662667406]","[7.021776692751774, 3.9111622248198032]",[15.291445081722312],[5.788660977765071],[7.9815987068463015]
42,5s,penalty,6,gaus_normal,"[13.980821498708508, 7.519019709750266]","[4.563214010296231, 2.3134566892380337]","[7.237945182658129, 2.989739429016492]","[13.944814740020524, 9.410491008240271]","[4.858200563640082, 5.272443351525837]","[6.960820723927416, 3.9207050727167783]",[15.479811979509488],[5.656632828085554],[7.90569643516059]
43,5s,penalty,6,gaus_top,"[13.420902558989546, 7.123334250046318]","[5.202360761886889, 2.607536464378185]","[7.123518752572017, 3.788054223411195]","[12.910999968253966, 10.08756484956215]","[6.34168885677344, 3.0241091070435333]","[7.579009921436588, 5.199357139670895]",[15.85465577308533],[7.414202893280963],[8.681844480893592]
44,5s,penalty,12,average,"[15.004810426287397, 5.9827990664430155]","[5.838952843572742, 2.1259386697293494]","[13.492421597350821, 5.517221802185042]","[14.042460312526815, 9.764715088186813]","[5.513314746703224, 5.502418968476782]","[10.701035622427984, 5.961193242544665]",[16.291500503352207],[6.463982588896867],[15.265852359791031]
45,5s,penalty,12,gaus_80,"[13.689719294750875, 7.371117754572388]","[4.989229082296568, 2.2119494536891042]","[7.589701442126001, 3.2278919116495803]","[13.694613440619882, 7.916092965098121]","[4.881494734047063, 3.1719368992069943]","[7.333446438953093, 3.525427894204768]",[15.170196219844073],[5.89558104904187],[8.411172841140916]
46,5s,penalty,12,gaus_normal,"[13.75664108781628, 7.367058072511063]","[4.893125454501875, 2.1856262908796977]","[7.617789705059045, 3.0142641921522677]","[13.899794615821776, 8.075594954868516]","[5.120794964109375, 3.4798644369046476]","[7.5769176547506705, 3.354882829867099]",[15.187437277734443],[5.711304975792204],[8.369733978373512]
47,5s,penalty,12,gaus_top,"[13.692932795100655, 7.798662296852583]","[4.889313032720218, 2.1731018670360367]","[7.539557734053498, 4.377682617285782]","[11.985686336336336, 8.893842962703326]","[6.247129992909578, 2.726368730744371]","[8.439594466891133, 5.261801586103634]",[16.111931223395423],[7.629579992652073],[9.242298607361981]
48,5s,ignore,1,average,"[15.251436633591927, 8.666476489372489]","[7.701255022480815, 5.16905179858909]","[10.052382429012345, 3.678700882976917]","[15.87004510939511, 11.033979184477435]","[12.47192274753014, 8.248824545787329]","[10.460344545454547, 8.609429055686467]",[18.941372785701112],[13.633333073613471],[13.446714293159108]
49,5s,ignore,1,gaus_80,"[15.251436633591927, 8.666476489372489]","[7.701255022480815, 5.16905179858909]","[10.052382429012345, 3.678700882976917]","[15.87004510939511, 11.033979184477435]","[12.47192274753014, 8.248824545787329]","[10.460344545454547, 8.609429055686467]",[18.941372785701112],[13.633333073613471],[13.446714293159108]
50,5s,ignore,1,gaus_normal,"[15.251436633591927, 8.666476489372489]","[7.701255022480815, 5.16905179858909]","[10.052382429012345, 3.678700882976917]","[15.87004510939511, 11.033979184477435]","[12.47192274753014, 8.248824545787329]","[10.460344545454547, 8.609429055686467]",[18.941372785701112],[13.633333073613471],[13.446714293159108]
51,5s,ignore,1,gaus_top,"[15.251436633591927, 8.666476489372489]","[7.701255022480815, 5.16905179858909]","[10.052382429012345, 3.678700882976917]","[15.87004510939511, 11.033979184477435]","[12.47192274753014, 8.248824545787329]","[10.460344545454547, 8.609429055686467]",[18.941372785701112],[13.633333073613471],[13.446714293159108]
52,5s,ignore,3,average,"[14.224970433655876, 8.720110354341712]","[7.9096034450492185, 4.257360700395285]","[10.30989313786008, 3.5325565387101934]","[15.156545620477615, 9.55880212672694]","[8.10784979562896, 5.4060860125007295]","[10.53278782010582, 5.996487568673944]",[17.097457106596416],[10.951455327196763],[12.496321507156216]
53,5s,ignore,3,gaus_80,"[14.271578261172245, 9.034171662917737]","[7.656923485464933, 3.6775002406259567]","[10.762099571742619, 4.364783188532671]","[16.06650818242628, 13.022447699672599]","[7.007195773184876, 4.635838349877749]","[11.07070912240039, 7.378153741237305]",[17.30786292716585],[10.25576950005527],[12.890180439240396]
54,5s,ignore,3,gaus_normal,"[14.200503459627711, 8.927584427264252]","[7.6923237897954735, 3.8954821854384796]","[10.571684948644451, 4.051537678820378]","[15.706048541994344, 10.431013043560185]","[7.412594726222771, 4.845929174049987]","[10.885719378558335, 6.665980714674086]",[17.12258686916821],[10.446025148690904],[12.688069407585148]
55,5s,ignore,3,gaus_top,"[14.625776599808141, 8.789157410066883]","[8.256520864656324, 4.156899187099514]","[10.893781146604939, 5.839366702207447]","[16.855764304876306, 12.281442092530574]","[9.335168683683683, 5.808882884951644]","[11.977266698412699, 7.559415816890232]",[18.25850438288279],[12.647363710126793],[13.381258177478491]
56,5s,ignore,6,average,"[14.263007891474807, 8.858249596318128]","[7.24526820199366, 4.030815746579269]","[9.983186628086422, 3.6174464248020204]","[14.122403973830975, 10.303432419687567]","[7.153007690190189, 4.4846732881680555]","[10.375947104377106, 5.0588738142645715]",[16.695132023110414],[9.638243319275798],[11.943787300975362]
57,5s,ignore,6,gaus_80,"[14.238203578824924, 9.090238905815756]","[7.063598009313324, 3.892152411935791]","[10.525414757332506, 4.606035012489679]","[14.607706540180786, 11.208446337730336]","[5.422667646087398, 4.378536899345779]","[10.754355472870213, 6.842337307314911]",[16.97489558201636],[8.787554188459872],[12.56145997688275]
58,5s,ignore,6,gaus_normal,"[14.129830076610874, 9.113281844911237]","[7.0870923936824175, 4.04431515116312]","[10.274412978586108, 4.1877705413397495]","[14.270555230463211, 10.903224408303988]","[5.898715086027803, 4.139383228004596]","[10.513060288272612, 5.9235523849136875]",[16.697908336928908],[9.067249409394861],[12.226423792400908]
59,5s,ignore,6,gaus_top,"[14.44670700258592, 9.0693112986295]","[7.060126017183852, 3.711574325968497]","[10.473537880658437, 5.803009811515639]","[16.68639120679503, 12.313539846555608]","[8.321547044544545, 4.981568539144698]","[10.441040875420875, 7.946110094221571]",[18.296315794593195],[10.880034530759021],[12.541373451215861]
60,5s,ignore,12,average,"[13.877492838234069, 8.946338248383807]","[6.41379958315607, 3.1855378112223565]","[9.827542371141973, 3.4903058216847134]","[13.931297640497641, 9.768583393798451]","[6.138802148398398, 3.9409764526143527]","[10.117143249158252, 4.7440808729898265]",[15.896124186679865],[8.356470806208382],[11.547470770143232]
61,5s,ignore,12,gaus_80,"[14.136512550698804, 9.298436468617165]","[6.509114730539132, 2.991421295772711]","[10.086722505038365, 4.461107728910586]","[14.878262902593645, 10.25625208645481]","[4.8913602195423005, 3.846550745741389]","[10.441848647881239, 5.625114130698516]",[16.14769719513048],[7.475919854921666],[11.847318533663524]
62,5s,ignore,12,gaus_normal,"[14.052380261275497, 9.159513950796843]","[6.466919311800304, 3.074668637577051]","[9.958870228374147, 4.048587478789614]","[14.446189732209579, 10.06872827958681]","[4.765932055707011, 3.656827750527708]","[10.195784980665044, 5.178784886590966]",[15.994408765636265],[7.600608646472841],[11.6841805182841]
63,5s,ignore,12,gaus_top,"[14.649648579273718, 9.929860105698172]","[6.148482142183852, 3.4394390290005847]","[10.906538029320988, 6.169402474003687]","[15.843253272415275, 13.234042749261656]","[6.613392663496831, 6.7564344225269455]","[10.068884074074075, 9.111625383864878]",[17.812635974623923],[8.726506189098519],[12.067340088301]
64,10s,penalty,1,average,"[13.706507882994106, 10.872940059545845]","[4.0859038558558565, 1.2736548831574732]","[7.3761118888888895, 5.0678586171835915]","[13.927980120120118, 12.250613867458434]","[5.15232364114114, 2.7088844750367143]","[7.149889835390947, 5.502462883788874]",[14.451305189634079],[5.583541867200534],[8.833030197530864]
65,10s,penalty,1,gaus_80,"[13.706507882994106, 10.872940059545845]","[4.0859038558558565, 1.2736548831574732]","[6.911679055555556, 5.015420102198668]","[13.927980120120118, 12.250613867458434]","[5.15232364114114, 2.7088844750367143]","[7.149889835390947, 5.502462883788874]",[14.451305189634079],[5.583541867200534],[8.417263943839263]
66,10s,penalty,1,gaus_normal,"[13.706507882994106, 10.872940059545845]","[4.0859038558558565, 1.2736548831574732]","[6.911679055555556, 5.015420102198668]","[13.927980120120118, 12.250613867458434]","[5.15232364114114, 2.7088844750367143]","[7.149889835390947, 5.502462883788874]",[14.451305189634079],[5.583541867200534],[8.417263943839263]
67,10s,penalty,1,gaus_top,"[13.706507882994106, 10.872940059545845]","[4.0859038558558565, 1.2736548831574732]","[6.911679055555556, 5.015420102198668]","[13.927980120120118, 12.250613867458434]","[5.15232364114114, 2.7088844750367143]","[7.149889835390947, 5.502462883788874]",[14.451305189634079],[5.583541867200534],[8.417263943839263]
68,10s,penalty,3,average,"[13.59737480892003, 9.745038576410561]","[3.6962839669669694, 1.9790464109948533]","[7.43685111111111, 4.065852279113514]","[12.624687155488822, 10.73003117630091]","[3.1202200684017356, 1.7702648421035405]","[7.008055246913579, 4.545858329704628]",[13.999464634078521],[4.473330495161828],[8.445385567901235]
69,10s,penalty,3,gaus_80,"[13.361292503908306, 9.310617656310036]","[3.632961532025132, 1.9706518302834595]","[6.91756923673663, 3.214722121794054]","[12.485842006880564, 10.245370714796902]","[2.6414937769061093, 1.3156988678321702]","[6.953614591530394, 3.6515874730814866]",[13.823031726961895],[4.412839169517051],[8.11013979109825]
70,10s,penalty,3,gaus_normal,"[13.452476766740439, 9.459645572843064]","[3.709226269440609, 1.9261466572815844]","[6.905248093723744, 3.390154382660749]","[12.581823924582388, 10.387754716338964]","[2.8011999341083254, 1.3959515218609138]","[6.872161174318733, 3.9598520904693837]",[13.882707423715823],[4.4398564967992495],[7.987721761645739]
71,10s,penalty,3,gaus_top,"[13.235408549660773, 8.482501347103334]","[4.079237355855855, 1.5665892909168655]","[7.167927793209876, 3.291067617631394]","[11.165086231231234, 9.850477360135184]","[3.449986042709376, 2.050120107309358]","[6.877968932461874, 3.9122825935545045]",[13.867998673784896],[5.72578055338672],[8.581888247397725]
72,10s,penalty,6,average,"[13.872923475586699, 8.910575210432617]","[4.071459772522523, 2.087607129397344]","[7.711000635802468, 3.6321081503369435]","[12.521597751918588, 9.120493523085951]","[3.307252429512847, 2.7841546376918713]","[8.07387222222222, 4.043730540503778]",[14.154397920031144],[4.5522174118284955],[9.264322569958846]
73,10s,penalty,6,gaus_80,"[13.657009807999007, 8.835890807256261]","[4.212353550983036, 2.1523519514990723]","[6.994701907063, 3.101382996667226]","[12.484642615731921, 9.185932360717075]","[2.707865810687443, 1.6658603921912263]","[7.42007815538964, 4.303962354040636]",[13.890220882515512],[4.74105392771776],[8.456317489106928]
74,10s,penalty,6,gaus_normal,"[13.731331822273212, 8.798946225982535]","[4.031494980998864, 2.0630868589222287]","[7.066405279788805, 3.208314179365575]","[12.583485720351728, 9.11720106207771]","[2.873293574835929, 2.0138889651090124]","[7.555958042134573, 4.288392943805892]",[13.971864807198369],[4.491980415979734],[8.452187759287078]
75,10s,penalty,6,gaus_top,"[13.383552994105218, 8.501849167293628]","[4.074793022522521, 1.6301415330067144]","[7.419773348765432, 3.1258962273468183]","[11.591679948281616, 10.02890455238423]","[4.816618542709376, 2.1684162782708896]","[7.466189520697167, 4.523204636371829]",[14.033695046602158],[6.045171967801134],[9.44469892060034]
76,10s,penalty,12,average,"[13.399355068179288, 7.681118561527971]","[4.7521834947447426, 1.8156463082079266]","[11.202518283950617, 5.163624389966226]","[11.926358119508397, 7.79713904529735]","[3.897052498957288, 1.8418945466143526]","[10.658375509259258, 5.945558856167627]",[13.70276571577133],[4.942948384050716],[13.200767366255144]
77,10s,penalty,12,gaus_80,"[13.427900510238866, 7.535534775622781]","[4.905304797745781, 2.1030654873834695]","[7.324917384418915, 2.675217275484068]","[12.574298748288975, 8.572909888114587]","[4.192769075661744, 1.6797307987520231]","[7.130372569474371, 3.1917018091001856]",[13.51187890618289],[5.204050992738968],[8.562627599330963]
78,10s,penalty,12,gaus_normal,"[13.533563665923602, 7.787562423936275]","[4.549635767119958, 1.9563786649300898]","[7.332719741690245, 2.594321157154097]","[12.837740120871795, 7.407394523005818]","[3.769248315783388, 1.7189116147773915]","[7.286446667829351, 2.9697532991145548]",[13.650066959640537],[4.760606226509424],[8.50068983307437]
79,10s,penalty,12,gaus_top,"[13.745025438549662, 6.35474787290775]","[4.194790022522523, 1.7792244114443514]","[7.760505570987655, 3.0266750383177916]","[12.757060667333999, 10.050160750530681]","[5.134673098098097, 2.8722525793417613]","[8.292603137254902, 5.436362144956344]",[14.570286384384385],[5.989588884050717],[9.893815425804888]
80,10s,ignore,1,average,"[14.825962341341343, 9.655506313684162]","[8.692455355855854, 5.068033499090386]","[11.019312987654322, 4.593113097095114]","[17.52106123957291, 11.71880903229247]","[10.14429093093093, 8.398594774746185]","[13.24438767489712, 8.895532228225715]",[20.04968671104438],[15.153919885719054],[15.038910711934156]
81,10s,ignore,1,gaus_80,"[14.825962341341343, 9.655506313684162]","[8.692455355855854, 5.068033499090386]","[11.019312987654322, 4.593113097095114]","[17.52106123957291, 11.71880903229247]","[10.14429093093093, 8.398594774746185]","[13.24438767489712, 8.895532228225715]",[20.04968671104438],[15.153919885719054],[15.038910711934156]
82,10s,ignore,1,gaus_normal,"[14.825962341341343, 9.655506313684162]","[8.692455355855854, 5.068033499090386]","[11.019312987654322, 4.593113097095114]","[17.52106123957291, 11.71880903229247]","[10.14429093093093, 8.398594774746185]","[13.24438767489712, 8.895532228225715]",[20.04968671104438],[15.153919885719054],[15.038910711934156]
83,10s,ignore,1,gaus_top,"[14.825962341341343, 9.655506313684162]","[8.692455355855854, 5.068033499090386]","[11.019312987654322, 4.593113097095114]","[17.52106123957291, 11.71880903229247]","[10.14429093093093, 8.398594774746185]","[13.24438767489712, 8.895532228225715]",[20.04968671104438],[15.153919885719054],[15.038910711934156]
84,10s,ignore,3,average,"[14.701369749416083, 9.778155218735884]","[9.423548189189193, 4.198240272153736]","[10.70936188888889, 4.217744141409556]","[14.984298945612279, 11.226799623568612]","[7.225111326326328, 4.621900697319813]","[10.944308004115227, 6.547274719022191]",[17.803621186853526],[12.275991613279945],[13.287349563786009]
85,10s,ignore,3,gaus_80,"[14.387427574147175, 10.01757666746385]","[9.220680656146031, 3.724565513346493]","[11.163004730619116, 4.623110940733997]","[14.713910825308878, 11.329241264794614]","[6.318229479457895, 4.144617278544656]","[11.236124201611979, 7.318912585173339]",[17.542305244093505],[11.395231645931066],[13.766398129760537]
